1775,1143,5,20220206103618
7457,1651,5,20220215192620
1775,1142,5,20220215204159
8,1354,5,20220217072119
50,1357,5,20220223124942
12208,1849,5,20220223181614
11532,1354,5,20220224191324
11532,1354,5,20220224191343
13563,1651,4,20220225200243
14201,1318,5,20220228153237
4092,1651,3,20220302172845
8674,2137,5,20220303111448
16466,1651,5,20220308133847
6668,1651,5,20220309092533
13708,2267,5,20220311170849
16520,1848,4,20220315182518
16520,1354,4,20220315220451
16520,1354,5,20220315221357
6016,1266,5,20220317192144
9330,1651,5,20220321190722
23520,2315,5,20220323234413
27897,1140,5,20220324150016
30008,1955,5,20220324215246
20508,1354,5,20220325154049
20508,1354,5,20220325154110
33109,1262,5,20220330151507
24843,1651,5,20220330161912
34507,1743,5,20220401115334
34507,2137,5,20220401170712
15539,1848,4,20220402220217
28347,1142,5,20220405183148
7516,1354,5,20220407202845
7516,1354,5,20220407202903
7516,1354,5,20220407202920
34839,2146,5,20220408094256
33851,2355,5,20220415002435
37670,2355,5,20220418155344
50,3024,5,20220427193305
50,3029,5,20220427193536
30471,2244,5,20220427203533
43108,1743,4,20220428093557
45514,2780,5,20220429014624
10560,1743,5,20220504170302
39898,3334,5,20220507145032
39898,3334,5,20220507145103
14012,2779,5,20220507201514
50046,3702,5,20220508211502
50046,2146,5,20220510163735
52806,3334,5,20220510215827
39604,3351,5,20220511190800
39604,3106,5,20220511190826
37645,2355,5,20220512111628
51423,2146,5,20220512184157
39422,2146,5,20220512223205
50941,4135,5,20220513160043
49503,2780,5,20220517151455
52566,2842,5,20220517203659
35337,2780,5,20220517214539
46401,2842,5,20220518065536
53035,4529,5,20220520151328
53035,3692,5,20220520151450
17742,3333,5,20220522102444
56924,2146,5,20220526095704
51992,4904,5,20220528110024
56826,4905,5,20220602131156
58798,1743,5,20220605213346
57604,1614,5,20220607123716
57206,2355,5,20220609175422
9846,5222,5,20220610095019
17742,5117,5,20220613065854
9846,5038,5,20220614171700
53051,3388,5,20220616155616
50244,4905,5,20220619085500
24589,2137,5,20220625233414
40038,5893,5,20220628173759
42479,5315,5,20220630173529
44381,5893,5,20220701175654
64658,5038,5,20220702143546
21470,5681,5,20220706001740
36105,2330,5,20220706130507
45028,3294,4,20220706153756
46496,5384,5,20220707203046
46496,5384,5,20220707203208
50069,3334,5,20220711093113
67497,2842,4,20220712222946
67497,5389,5,20220712223225
48933,5282,5,20220716163619
69575,2137,5,20220725232012
69575,3413,5,20220731201341
29829,3106,5,20220731202942
67661,4178,5,20220812122909
53419,3019,5,20220818123613
60183,7505,5,20220826163559
55955,3988,5,20220827103802
31469,1614,5,20220827160751
78551,1743,5,20220831194523
8900,6512,5,20220903142527
26378,2355,5,20220905115221
19062,5384,4,20220905120617
77745,7770,5,20220905172139
79963,6056,5,20220906195159
13120,1147,5,20220907121726
81180,8250,5,20220907125624
80567,8013,5,20220907182757
21419,2645,5,20220907204241
80989,7779,5,20220909220544
80509,2146,5,20220913161628
80509,1354,5,20220913161758
67114,1743,5,20220915085459
38435,2355,5,20220915093422
74296,7779,5,20220915131327
79610,8956,5,20220916134250
84197,8502,5,20220916190822
86177,8502,5,20220916194859
52940,2355,5,20220916205655
70713,7477,4,20220916214539
81072,8182,4,20220917130006
72593,8577,5,20220917142242
86277,2137,5,20220917144950
48933,8575,5,20220917174606
78313,5315,5,20220918130322
86331,8252,3,20220918144209
80794,2645,5,20220919130927
80361,7779,5,20220920122421
84197,1357,5,20220920192251
70693,4120,5,20220920234950
78673,7684,4,20220922123937
78673,8500,4,20220922124253
77880,5619,4,20220923091148
87401,2146,5,20220923213537
69731,9033,5,20220923214758
66304,7898,5,20220924145116
18672,2137,5,20220925080731
31598,2645,4,20220925131416
23077,21,5,20220925164837
43894,3388,5,20220926082550
43894,3030,5,20220926082712
19827,2137,5,20220927022313
40164,2137,5,20220927082033
84164,4753,5,20220927173113
86050,8064,3,20220928092919
68905,8182,5,20220929111207
95303,8502,5,20220929153647
95303,8502,5,20220929153716
48923,7508,5,20220930064611
91428,9399,5,20220930195256
51135,7077,3,20220930211055
93741,7779,5,20221001085559
91770,2780,5,20221004091223
88024,8891,5,20221004205150
77574,6056,5,20221004210139
4504,5282,5,20221004221048
3588,1614,5,20221005150830
50205,2842,5,20221006093132
57279,1373,5,20221006142500
6,9587,5,20221006154450
6,9586,5,20221006154618
89415,9186,4,20221006171914
99253,9186,5,20221006180613
56355,7779,5,20221006204013
97609,9330,5,20221006214526
80943,9023,5,20221007111511
99388,1743,5,20221008164136
57971,9033,5,20221008164535
60113,2289,5,20221008224254
60113,2842,5,20221008224528
77268,2355,5,20221009165215
89053,8956,5,20221011172850
80182,7054,5,20221012235942
90028,10519,5,20221013220009
101385,10211,5,20221013234846
103355,603,4,20221014113545
80153,10343,5,20221014123412
80153,10280,5,20221014124049
80153,10162,5,20221014124446
48862,3413,5,20221014131802
48862,3388,5,20221014131854
80574,7779,5,20221014142053
80574,2780,5,20221014142500
80574,7077,5,20221014143106
103195,10306,4,20221014202552
92554,9428,5,20221014203312
101913,10306,5,20221014223504
104204,10343,5,20221015173338
39620,10284,5,20221015195342
24709,9397,5,20221016140215
14770,9551,4,20221018161928
36860,7201,5,20221019230347
106740,10729,5,20221020163914
106740,10684,5,20221020164034
106562,10679,5,20221020174703
106562,10679,5,20221020175230
15970,10306,5,20221021154403
15970,10519,5,20221021154547
98576,10759,4,20221021184347
19652,7684,5,20221021213951
71075,10802,5,20221022165526
64183,8061,4,20221023013935
101913,10729,5,20221024153858
35670,9399,5,20221025024730
12894,10802,5,20221025163709
110404,10879,5,20221027142252
102635,10802,5,20221027142526
80491,10513,5,20221027184742
42230,1651,5,20221028055032
97418,10513,3,20221028094255
98951,10548,5,20221028102457
104068,10519,5,20221028180642
37235,10519,5,20221030113342
37235,11075,5,20221030114530
69575,10802,5,20221102093922
101265,9608,5,20221102161857
101265,1077,5,20221102162204
101265,1077,5,20221102162616
91041,9795,4,20221103093307
104784,9728,5,20221103143303
94003,11075,4,20221103151103
